customer_id,first_name,last_name,age,gender,country,education_level,marital_status,income_usd,signup_date,tenure_months,has_credit_card,is_active_member,num_products,branch_id
CUST000071,Anthony,Jones,52,Female,USA,High School,Single,51000.0,18-Nov-2019,61,1,0,3,BR003
CUST003052,Lisa,Jackson,48,F,USA,Bachelor,Married,45999.16562313227,12/31/2018,72,1,0,3,BR013
CUST001176,Richard,Lee,24,male,USA,Master,Married,86500.0,22/12/2023,12,0,1,3,BR006
CUST004134,Sandra,Robinson,39,f,USA,,Married,54400.0,25/01/2016,107,1,0,3,BR020
 cust003324 ,Mark,Thompson,39,m,USA,Bachelor,Married,73200.0,25/10/2017,86,0,1,2,BR001
CUST004921,David,Williams,55,M,USA,Bachelor,Divorced,69800.0,2018-09-11,75,1,1,2,BR006
CUST004353,Robert,Moore,39,MALE,USA,Master,Married,53500.0,2016/10/09,98,1,0,1,BR007
CUST001744,William,Wilson,37,f,USA,High School,Married,48000.0,2019-03-25,69,1,1,4,BR020
CUST001102,Donald,Anderson,41,female,USA,Bachelor,Single,43600.0,31-Mar-2021,45,1,0,3,BR002
CUST001057,Anthony,Wilson,29,m,USA,High School,Single,59500.0,07-Feb-2017,94,1,0,2,BR004
CUST002844,Donald,Ramirez,49,M,USA,Bachelor,Single,47100.0,12/07/2016,101,1,1,2,BR006
CUST001002,Lisa,Smith,67,f,USA,High School,Single,,13/02/2023,22,0,0,3,BR014
CUST004053,Sandra,Lewis,35,f,USA,,Married,51400.0,23-Apr-2016,104,1,0,3,BR003
CUST004846,Karen,Miller,63,male,USA,Master,Single,40300.0,09/16/2022,27,1,0,1,BR011
CUST000890,Michael,Clark,22,M,USA,High School,Single,96200.0,2023-08-30,16,1,1,3,BR007
CUST000656,Elizabeth,Sanchez,19,Male,USA,Vocational,Single,95000.0,2022-12-30,24,1,0,1,BR007
CUST003845,James,Gonzalez,46,m,USA,Vocational,Single,26000.0,01/26/2015,119,0,1,1,BR002
CUST003309,Robert,Sanchez,62,male,USA,Bachelor,Single,30900.0,01/17/2024,11,0,1,1,BR016
CUST004617,Linda,Rodriguez,37,female,USA,PhD,Married,32300.0,20/09/2020,51,0,1,1,BR020
CUST003115,Christopher,Williams,49,Female,USA,Master,Married,27000.0,2021-05-26,43,1,1,3,BR020
CUST004029,David,Anderson,35,male,USA,Bachelor,Married,50200.0,04/19/2019,68,1,0,2,BR007
CUST002370,Karen,Thomas,44,M,USA,Master,Widowed,69700.0,2019/11/26,61,1,1,3,BR009
CUST004884,James,Hernandez,32,MALE,USA,High School,,60700.0,2024-02-12,10,0,1,3,BR009
CUST000799,Barbara,Clark,40,Female,USA,Bachelor,Single,105100.0,05-Aug-2017,88,0,1,1,BR017
CUST004074,Richard,Taylor,39,Female,USA,High School,Married,65400.0,2022/12/04,24,1,0,3,BR017
CUST001963,Susan,Moore,47,other,USA,High School,Single,26700.0,24-Feb-2020,58,1,1,3,BR013
CUST002407,Elizabeth,Johnson,34,male,USA,High School,Married,47000.0,22-Jun-2016,102,1,0,1,BR009
CUST003085,Thomas,Thompson,72,Female,USA,Master,Married,34500.0,2020/02/10,58,1,1,1,BR008
CUST002406,Karen,Lee,65,m,USA,Master,Married,63400.0,2020-03-09,57,1,0,2,BR014
CUST003865,Betty,Jackson,26,Male,USA,Master,Widowed,83000.0,2023/06/16,18,1,1,2,BR014
CUST001198,Sarah,Jackson,32,M,USA,Master,Married,41700.0,18/12/2021,36,1,0,4,BR008
CUST004432,Mark,Miller,18,m,USA,Bachelor,Married,27100.0,2021/07/12,41,1,0,1,BR008
CUST001719,Donald,Robinson,46,m,USA,Bachelor,Divorced,47500.0,2018-06-29,78,1,0,2,BR009
CUST001116,Donald,Sanchez,41,MALE,USA,Master,Married,85300.0,03/10/2017,93,1,0,1,BR017
CUST003691,Jennifer,Thomas,44,Male,USA,Vocational,Married,114600.0,09-Nov-2017,85,1,1,3,BR015
 cust001323 ,William,Wilson,58,male,USA,,Single,,07/28/2021,41,1,1,3,BR006
CUST000234,Jennifer,Lopez,23,M,USA,Bachelor,Married,45200.0,11/17/2022,25,1,1,2,BR019
CUST004622,William,White,22,F,USA,Bachelor,Single,27000.0,09/05/2016,99,1,1,1,BR016
CUST004231,Daniel,Harris,45,MALE,USA,Bachelor,Single,53000.0,2023/06/13,18,1,1,3,BR008
CUST000634,David,Jones,48,FEMALE,USA,High School,Married,71500.0,2021/05/28,43,1,0,3,BR008
 cust004205 ,William,Lee,43,MALE,USA,Bachelor,Single,46200.0,14-Jun-2018,78,0,0,3,BR002
CUST000416,Daniel,Perez,40,f,USA,Bachelor,Divorced,33000.0,2016/08/28,100,0,1,3,BR002
CUST002457,Anthony,Davis,38,F,USA,Bachelor,Divorced,60600.0,07-Jul-2016,101,0,1,1,BR007
CUST002521,Karen,Thomas,62,MALE,USA,High School,Married,48600.0,06/06/2019,66,1,0,3,BR012
CUST002116,Christopher,Anderson,48,M,USA,Master,Married,57300.0,09/12/2018,75,1,0,1,BR011
CUST001003,Lisa,Rodriguez,37,Female,USA,Master,Divorced,75200.0,23-Mar-2015,117,1,0,1,BR008
CUST001903,Patricia,Harris,53,Female,USA,High School,Single,,22-Sep-2023,15,1,1,3,BR016
CUST003245,Robert,Smith,39,Female,USA,Master,Divorced,41300.0,26-Dec-2018,72,1,1,3,BR008
CUST000018,James,Robinson,50,F,USA,Master,Married,,06/25/2016,102,0,1,2,BR001
CUST003188,William,Lee,42,female,USA,Vocational,Single,48800.0,2020/09/19,51,0,0,2,BR008
CUST002898,Barbara,Lopez,45,FEMALE,USA,Master,Divorced,110900.0,04/30/2015,116,1,1,2,BR012
CUST003656,Daniel,Rodriguez,21,O,USA,High School,Married,81800.0,2021-04-07,44,1,0,4,BR020
CUST001757,Donald,White,27,m,USA,Vocational,Married,35200.0,2023/12/14,12,1,1,3,BR008
CUST000597,Karen,Williams,56,FEMALE,USA,High School,Single,57400.0,06/23/2023,18,1,1,4,BR012
CUST004274,Richard,Johnson,38,M,USA,Bachelor,Single,22900.0,08/07/2018,76,1,0,4,BR013
CUST003151,Margaret,Jones,44,Female,USA,Bachelor,Single,37900.0,18/07/2020,53,1,0,4,BR008
CUST002838,Patricia,Gonzalez,36,male,USA,High School,Single,41600.0,2022-02-01,34,1,0,4,BR019
CUST001618,Jessica,Jones,69,Female,USA,High School,Single,65700.0,05/07/2016,101,0,0,3,BR005
 cust001469 ,Anthony,Jackson,39,Female,USA,High School,Married,68300.0,26-Feb-2019,70,1,0,1,BR006
CUST001413,Susan,Ramirez,51,Male,USA,Bachelor,Single,82800.0,10/01/2016,107,1,0,2,BR020
CUST000372,Nancy,Robinson,65,m,USA,Master,Single,72500.0,27-Jul-2024,5,1,0,1,BR011
CUST002528,Lisa,Miller,21,MALE,USA,Vocational,Married,50200.0,2018-11-28,73,0,1,1,BR018
CUST004741,Anthony,Moore,58,female,USA,Bachelor,Single,71500.0,2019-03-16,69,0,0,4,BR002
CUST002016,Matthew,Johnson,23,F,USA,Vocational,Married,65000.0,18/02/2023,22,1,0,1,BR003
CUST000599,Daniel,Clark,20,M,USA,Bachelor,Divorced,21400.0,28/09/2024,3,1,1,3,BR006
CUST000677,Mary,Robinson,57,Male,USA,High School,Married,82100.0,14/03/2018,81,1,1,1,BR001
CUST000239,Matthew,Jones,89,F,USA,Bachelor,Single,23400.0,04/12/2023,12,1,1,2,BR013
CUST003489,Sarah,Thompson,42,other,USA,Bachelor,Widowed,28000.0,2020-09-12,51,0,0,1,BR005
CUST004733,Thomas,Robinson,43,Female,USA,High School,Single,31300.0,2017-09-27,87,1,0,1,BR006
CUST003642,Susan,Johnson,49,MALE,USA,Vocational,Widowed,40500.0,2015-03-12,117,1,1,1,BR019
CUST001841,Richard,Moore,35,male,USA,High School,Single,58200.0,05/05/2023,19,0,0,2,BR020
CUST000076,Mary,Martin,52,male,USA,Bachelor,Married,16500.0,2023-09-17,15,1,0,2,BR008
CUST003587,Donald,Smith,39,m,USA,Bachelor,Married,70400.0,08/05/2019,67,0,0,2,BR019
CUST002606,Matthew,Anderson,35,m,USA,High School,Single,51700.0,13-Oct-2015,110,0,1,2,BR006
CUST003555,William,Harris,66,male,USA,High School,Single,73300.0,11/11/2016,97,1,1,1,BR003
CUST004048,Patricia,Lee,56,F,USA,Master,Married,58500.0,19/10/2016,98,1,0,1,BR010
CUST002846,Mary,Moore,69,m,USA,High School,Single,69800.0,02/17/2024,10,1,1,1,BR003
CUST003122,Mary,Smith,35,O,USA,High School,,50200.0,2024-04-05,8,1,1,1,BR012
CUST001653,Sarah,Wilson,43,f,USA,Bachelor,Single,87900.0,11/01/2024,11,1,1,2,BR007
CUST002601,Mark,Perez,20,f,USA,Bachelor,Divorced,26000.0,2018-12-14,72,1,0,3,BR005
CUST003965,Steven,Perez,35,Male,USA,Bachelor,Married,56300.0,20-Apr-2024,8,0,1,3,BR016
CUST004781,Patricia,Lewis,19,MALE,USA,,Divorced,21500.0,29/07/2019,65,1,1,1,BR014
CUST004307,Lisa,Gonzalez,54,F,USA,Master,Married,57700.0,26/06/2023,18,1,0,3,BR002
CUST002158,Richard,Brown,19,Female,USA,Master,Married,78900.0,2016-06-26,102,1,1,2,BR007
CUST001770,Betty,Martinez,67,m,USA,Bachelor,Single,28700.0,2024-04-19,8,1,1,1,BR002
CUST000097,Patricia,Lee,31,male,USA,Bachelor,Widowed,45300.0,04-Mar-2015,117,1,0,1,BR004
CUST003802,Elizabeth,Ramirez,40,male,USA,,Single,73700.0,2022/08/18,28,0,0,4,BR015
CUST004419,Patricia,Davis,42,F,USA,High School,Married,81000.0,2023-08-25,16,0,1,1,BR019
CUST004686,Jennifer,Sanchez,50,Male,USA,Bachelor,Divorced,49100.0,2020/04/04,56,1,1,1,BR012
CUST000622,Margaret,White,83,male,USA,High School,Married,65600.0,2016/10/05,98,1,0,1,BR007
CUST003155,Steven,Rodriguez,35,MALE,USA,High School,Divorced,,2019-01-23,71,1,1,1,BR009
CUST004845,Nancy,Williams,41,MALE,USA,Vocational,Married,124400.0,08/19/2018,76,1,1,1,BR018
CUST000567,Susan,Martin,65,Female,USA,Master,Single,25200.0,11/30/2017,85,1,0,3,BR006
CUST004809,Daniel,Taylor,54,M,USA,High School,Married,63500.0,20/08/2017,88,0,1,2,BR015
CUST001540,Joseph,Williams,51,male,USA,Bachelor,Married,63900.0,08/25/2016,100,0,1,2,BR020
CUST004732,Michael,Martin,43,male,USA,,Married,42400.0,08/26/2021,40,1,0,3,BR010
CUST000052,Sandra,Thomas,40,M,USA,High School,Married,48000.0,24-Sep-2021,39,1,1,1,BR015
CUST000812,Richard,Moore,67,male,USA,Master,Single,70100.0,2021/12/04,36,1,1,1,BR002
CUST004173,Michael,Garcia,24,m,USA,Bachelor,Married,61900.0,2015/12/11,108,0,1,1,BR020
CUST003313,Matthew,Rodriguez,47,female,USA,Bachelor,Single,88400.0,07/31/2018,77,0,0,3,BR008
CUST002223,Michael,Gonzalez,26,MALE,USA,Master,Single,83200.0,21-Aug-2020,52,0,0,2,BR014
CUST000535,Susan,White,41,Female,USA,High School,Divorced,67500.0,2021/03/18,45,0,0,2,BR017
CUST003270,Matthew,Gonzalez,39,male,USA,Vocational,Single,,06/09/2018,78,1,1,2,BR004
 cust002373 ,Robert,Hernandez,22,Male,USA,Vocational,Married,53900.0,04/05/2021,43,1,1,2,BR014
CUST000444,Karen,Clark,76,FEMALE,USA,Bachelor,Single,29100.0,2018/05/18,79,0,0,3,BR014
CUST001809,Linda,Clark,52,f,USA,Bachelor,Single,73400.0,2021/03/05,45,1,1,3,BR006
CUST000196,Daniel,Perez,44,female,USA,Vocational,Married,46200.0,2022-12-31,24,0,1,1,BR012
CUST004451,Jessica,Hernandez,51,Male,USA,High School,,48200.0,08/13/2016,100,0,1,2,BR006
CUST001346,James,Rodriguez,52,MALE,USA,High School,Single,26800.0,12/04/2019,68,1,0,1,BR008
CUST002965,William,Martin,47,m,USA,Bachelor,Married,62100.0,2023-04-13,20,0,0,2,BR017
CUST001834,Sandra,Robinson,23,m,USA,Master,Single,25300.0,14/12/2023,12,1,0,2,BR015
CUST003083,Mark,Lewis,59,f,USA,Bachelor,Married,28300.0,30/07/2018,77,1,1,2,BR018
CUST001422,Lisa,Perez,31,FEMALE,USA,Bachelor,Married,101600.0,08/12/2021,40,1,0,2,BR009
CUST003044,Barbara,Jackson,44,female,USA,,Single,101000.0,03/04/2018,81,1,1,2,BR004
CUST004245,Joseph,Gonzalez,33,Male,USA,Vocational,Single,70100.0,2021/05/15,43,1,0,2,BR011
CUST002998,Sandra,Harris,61,F,USA,Master,,24900.0,23/12/2017,84,1,1,3,BR009
CUST002933,Jessica,Lee,45,F,USA,Master,Single,34900.0,2015-12-11,108,1,0,2,BR002
CUST000645,Daniel,Davis,54,M,USA,Bachelor,Single,45200.0,2015/12/31,108,1,0,3,BR017
CUST003467,Donald,Martinez,18,f,USA,Vocational,Divorced,,2020/04/19,56,1,1,1,BR002
CUST003612,David,Sanchez,36,m,USA,High School,Single,,11/15/2015,109,0,1,3,BR003
CUST004018,Mary,White,55,f,USA,Vocational,Divorced,54600.0,2023-05-23,19,1,0,3,BR005
CUST004458,Lisa,Sanchez,40,FEMALE,USA,Vocational,Divorced,154300.0,2018/05/06,79,0,1,1,BR005
CUST000121,Daniel,Hernandez,39,f,USA,High School,Married,28100.0,11/08/2022,25,0,0,3,BR012
CUST001392,Richard,Rodriguez,40,MALE,USA,Master,,57500.0,09/01/2018,83,0,1,1,BR016
CUST004006,Sandra,Lewis,43,FEMALE,USA,,Married,,18/09/2020,51,1,1,3,BR019
CUST001210,Matthew,Wilson,65,M,USA,High School,Married,31600.0,27-May-2015,115,1,0,1,BR020
CUST004949,Karen,Lopez,54,M,USA,,Married,47900.0,09-Oct-2024,2,0,0,4,BR003
CUST002887,Patricia,Jackson,60,m,USA,Bachelor,Married,69100.0,2021/05/06,43,1,0,2,BR004
 cust004268 ,Nancy,Wilson,41,m,USA,Bachelor,Single,154300.0,2019-04-14,68,0,0,1,BR020
CUST000135,Christopher,Jones,33,M,USA,Bachelor,Divorced,53700.0,24-Jun-2017,90,1,1,2,BR013
CUST002519,Matthew,Miller,61,female,USA,Master,Single,87900.0,2020/09/18,51,1,1,2,BR020
CUST002043,Michael,Thomas,62,female,USA,Master,Married,,2022/12/09,24,1,1,3,BR013
CUST004391,Michael,Jones,44,m,USA,Bachelor,Divorced,51600.0,23/04/2023,20,1,1,1,BR005
 cust000185 ,Donald,Thompson,28,M,USA,Vocational,Married,,19/07/2020,53,1,1,2,BR005
CUST001372,James,Jackson,18,Female,USA,High School,Single,52100.0,10-Nov-2021,37,0,0,3,BR006
CUST001718,Anthony,White,37,Male,USA,PhD,Divorced,94400.0,03-Feb-2020,58,0,0,2,BR018
CUST000512,Patricia,Martinez,32,M,USA,High School,,,2024/01/19,11,0,1,1,BR016
CUST004064,Sarah,Wilson,66,M,USA,Master,Single,41400.0,11/03/2019,69,1,0,3,BR015
CUST000063,Robert,Lopez,31,FEMALE,USA,Bachelor,Single,37800.0,11/26/2019,61,0,1,4,BR015
CUST003222,Mary,Taylor,68,Male,USA,PhD,Single,38000.0,2021-04-19,44,1,1,1,BR020
CUST003804,Jennifer,Harris,41,Female,USA,Bachelor,Divorced,55700.0,2022/10/11,26,1,1,3,BR010
CUST003809,Sandra,Ramirez,68,male,USA,Vocational,Single,90100.0,11/11/2019,61,0,1,3,BR012
CUST001819,David,Wilson,32,MALE,USA,High School,Single,28700.0,11/18/2020,49,1,1,1,BR002
CUST003486,James,Johnson,44,f,USA,Vocational,Single,64900.0,31-May-2021,43,0,1,1,BR019
CUST000252,Linda,Ramirez,41,Male,USA,Master,,41200.0,07-Nov-2018,73,1,1,3,BR003
CUST000626,Donald,Davis,41,female,USA,Bachelor,Divorced,,30/07/2017,89,0,0,2,BR006
CUST004094,Anthony,Rodriguez,73,FEMALE,USA,Vocational,Married,37300.0,04-Mar-2015,117,1,0,2,BR019
CUST004788,Christopher,Miller,58,Male,USA,Bachelor,Married,88600.0,28-Jan-2023,23,0,0,3,BR006
CUST002877,Patricia,Ramirez,53,female,USA,Bachelor,Divorced,46300.0,2017/05/23,91,0,1,4,BR012
CUST001596,James,Anderson,65,m,USA,Bachelor,Single,69700.0,17/02/2016,106,1,0,3,BR015
CUST000123,Richard,Brown,55,female,USA,PhD,Divorced,61100.0,25/06/2017,90,1,1,2,BR004
CUST003890,Barbara,Sanchez,50,female,USA,Master,Single,49200.0,28-Apr-2020,56,1,1,2,BR002
CUST003231,Matthew,White,62,M,USA,High School,Single,22400.0,11-Mar-2021,45,1,0,3,BR010
CUST002078,Nancy,White,38,m,USA,High School,Single,66700.0,2017/12/17,84,1,0,1,BR010
CUST003827,Elizabeth,Johnson,54,OTHER,USA,Master,Married,81100.0,20-Dec-2023,12,1,0,2,BR013
CUST004380,Margaret,Davis,69,male,USA,Vocational,Divorced,47800.0,04/06/2024,6,1,1,2,BR013
CUST000568,Richard,Perez,64,Male,USA,Master,Married,57900.0,2017/08/28,88,1,1,2,BR014
CUST001537,Karen,Clark,18,Male,USA,High School,Married,59100.0,2015/04/15,116,0,0,2,BR001
CUST003271,Sarah,Garcia,71,f,USA,Bachelor,Married,58200.0,2024/09/18,3,1,0,1,BR010
CUST002464,Thomas,Thomas,54,male,USA,High School,Divorced,31100.0,17/09/2019,63,1,1,2,BR013
CUST000843,Steven,Hernandez,59,Male,USA,High School,Single,76300.0,08/31/2021,40,1,1,4,BR010
CUST002291,Barbara,Moore,38,Female,USA,Master,Single,27700.0,29-Apr-2018,80,1,0,2,BR016
CUST004230,Karen,Taylor,55,MALE,USA,High School,Single,50900.0,2015/01/10,119,1,1,2,BR015
CUST001870,Richard,Jackson,21,Female,USA,Vocational,Single,75400.0,17-Mar-2016,105,0,0,4,BR020
CUST002522,Robert,Williams,53,male,USA,Vocational,Single,68500.0,2018-08-09,76,1,0,2,BR018
CUST004727,David,Moore,33,f,USA,High School,Widowed,25600.0,07/10/2024,2,1,0,4,BR005
CUST000721,Barbara,Perez,52,f,USA,Master,Single,88000.0,06/10/2015,110,1,0,1,BR020
CUST004889,Betty,Perez,50,Male,USA,Bachelor,Single,,05/08/2015,112,1,1,3,BR015
CUST002087,Mary,Anderson,58,m,USA,High School,Divorced,,01/24/2017,95,1,0,3,BR011
CUST002390,Margaret,Brown,54,male,USA,Bachelor,Married,44600.0,01/15/2023,23,1,0,3,BR010
CUST003319,Lisa,Martin,35,female,USA,Master,Married,,2021-06-21,42,0,0,3,BR012
CUST003983,David,Wilson,40,male,USA,PhD,Widowed,74200.0,20-Dec-2021,36,0,1,2,BR010
CUST000603,Mary,Taylor,24,MALE,USA,Bachelor,Married,34900.0,2016/10/25,98,1,1,2,BR017
CUST003741,Steven,Smith,41,FEMALE,USA,Vocational,Married,51900.0,2024-01-13,11,1,0,3,BR005
CUST002270,Michael,Lee,18,f,USA,Bachelor,Divorced,72500.0,17/07/2016,101,1,0,2,BR005
CUST003063,Linda,Davis,21,F,USA,High School,Widowed,88600.0,2021/08/15,40,1,0,2,BR014
CUST003546,Daniel,Sanchez,41,MALE,USA,High School,Married,72300.0,2021-09-07,39,1,0,3,BR006
CUST000319,James,Wilson,27,M,USA,High School,Married,67200.0,26/07/2017,89,0,1,2,BR002
CUST003657,Richard,Lewis,45,male,USA,Bachelor,Married,50700.0,2022/06/08,30,1,0,1,BR009
CUST001039,Jessica,Jones,31,male,USA,High School,Single,90500.0,01/09/2015,119,1,0,1,BR013
CUST000275,Sarah,Smith,28,Other,USA,,Divorced,28900.0,04-Aug-2023,16,1,0,2,BR004
CUST002305,Matthew,Sanchez,52,MALE,USA,Vocational,Married,66200.0,17/04/2020,56,0,1,2,BR020
CUST000550,Mark,Jackson,32,F,USA,Master,Single,41600.0,11-Aug-2017,88,1,1,2,BR016
CUST004040,Matthew,Martinez,46,Male,USA,Bachelor,Single,66200.0,15-Apr-2019,68,1,1,2,BR005
CUST002593,Betty,Ramirez,44,F,USA,High School,Divorced,39500.0,08/09/2022,28,1,0,2,BR009
CUST004953,David,White,49,male,USA,Master,Single,44600.0,2023/07/18,17,0,0,2,BR015
CUST004751,Sarah,White,48,female,USA,Master,Single,49100.0,10-Apr-2021,44,0,1,2,BR003
CUST000606,Sandra,Smith,26,male,USA,Bachelor,Married,,08/28/2020,52,1,1,1,BR011
CUST001880,Donald,Miller,53,Female,USA,Bachelor,Married,143900.0,16-Sep-2015,111,0,0,4,BR017
CUST000528,Anthony,Garcia,62,FEMALE,USA,Master,Single,48000.0,26/07/2020,53,1,1,1,BR020
CUST001145,Matthew,Sanchez,55,MALE,USA,Bachelor,,19700.0,2015/04/23,116,1,1,1,BR006
CUST002403,Jennifer,Jones,19,Female,USA,High School,Married,49800.0,2022/03/26,33,1,0,3,BR013
CUST003239,Betty,Sanchez,58,male,USA,High School,Divorced,74900.0,2023-01-21,23,0,1,1,BR010
CUST003867,Robert,Harris,28,F,USA,Bachelor,Single,67900.0,11-Jan-2021,47,1,1,4,BR001
CUST004886,Elizabeth,Martin,44,Female,USA,High School,Single,74000.0,2021/04/27,44,0,0,2,BR012
CUST001889,Richard,Gonzalez,38,F,USA,Master,Married,43800.0,09/28/2023,15,1,1,1,BR006
CUST000927,David,Miller,28,female,USA,Bachelor,Single,43800.0,2015-10-12,110,1,0,2,BR018
CUST000299,Thomas,Thomas,54,FEMALE,USA,Bachelor,Widowed,66000.0,05/04/2017,92,1,1,2,BR008
CUST001021,Matthew,Rodriguez,63,Male,USA,High School,Single,71200.0,22-Sep-2023,15,1,0,3,BR006
CUST004488,William,Moore,18,male,USA,High School,Single,42000.0,2019-06-09,66,0,0,2,BR006
 cust002340 ,Robert,Hernandez,56,female,USA,Bachelor,Single,126600.0,2022/11/20,25,1,0,2,BR014
CUST004539,Lisa,Smith,47,FEMALE,USA,Bachelor,Single,56700.0,20/07/2015,113,1,1,2,BR002
CUST003820,Jennifer,Jackson,28,f,USA,High School,,51000.0,23/04/2018,80,1,1,1,BR015
 cust004588 ,Sarah,Clark,50,f,USA,Vocational,Married,67500.0,24-Jun-2017,90,1,0,1,BR010
CUST001893,Matthew,Jones,54,MALE,USA,Master,Married,36500.0,05/22/2018,79,0,1,1,BR018
CUST003048,Mark,Hernandez,38,male,USA,Bachelor,Married,32200.0,24/09/2019,63,1,1,2,BR013
CUST000151,Jessica,Davis,31,f,USA,Master,Divorced,30200.0,2015/01/31,119,0,0,4,BR020
CUST000757,Jessica,Anderson,46,f,USA,Bachelor,Single,25200.0,2023-04-15,20,0,0,1,BR011
CUST004310,Michael,Wilson,90,female,USA,High School,Married,81200.0,23-Oct-2015,110,0,0,2,BR017
CUST002684,Donald,Gonzalez,40,MALE,USA,Bachelor,Married,94400.0,2014-12-05,120,1,0,2,BR008
CUST001130,Anthony,Jackson,45,f,USA,Master,Single,,27-Jan-2022,35,1,1,1,BR009
CUST001406,Karen,Wilson,32,F,USA,Master,Single,94400.0,2018/05/09,79,1,1,4,BR001
CUST001127,Karen,Miller,46,MALE,USA,,Widowed,,09/04/2023,20,1,1,1,BR005
CUST001225,Sarah,Jones,50,Female,USA,Master,Married,55100.0,03-Nov-2021,37,1,0,3,BR012
CUST002979,Barbara,Jackson,48,MALE,USA,Bachelor,Single,86000.0,19/02/2019,70,1,1,2,BR014
CUST000377,Daniel,Clark,52,male,USA,High School,Single,84800.0,04/28/2017,92,0,0,1,BR011
CUST004822,Daniel,Thomas,18,FEMALE,USA,Vocational,Single,47600.0,01/25/2021,47,1,0,3,BR014
CUST001095,Thomas,Miller,29,M,USA,Master,Single,62100.0,26/01/2022,35,0,0,2,BR016
 cust000897 ,Steven,Jones,42,FEMALE,USA,PhD,Single,,29-Sep-2017,87,1,1,2,BR014
CUST004986,Mark,Smith,61,male,USA,Bachelor,Single,36700.0,2023-07-16,17,1,0,2,BR010
CUST000379,Linda,Jones,49,f,USA,High School,Divorced,110700.0,19/12/2019,60,0,0,3,BR005
CUST003538,Karen,Thomas,61,MALE,USA,Master,Divorced,49900.0,2015/06/07,114,1,1,1,BR003
CUST003556,Mary,Smith,70,FEMALE,USA,High School,Single,56300.0,01/24/2015,119,1,0,3,BR001
CUST003768,Donald,Smith,52,female,USA,High School,Divorced,144800.0,2022-06-20,30,1,1,2,BR003
CUST002534,Karen,Wilson,57,Female,USA,,Single,53700.0,14-May-2023,19,1,1,2,BR020
CUST003959,Karen,Moore,36,Male,USA,High School,Single,46800.0,07/08/2015,112,0,1,3,BR010
CUST004222,Donald,Johnson,56,M,USA,Master,Divorced,56600.0,18-Jan-2022,35,1,0,1,BR017
CUST003903,Mark,Martinez,38,Male,USA,Master,Married,46400.0,31-Dec-2020,48,0,1,2,BR011
CUST002022,Donald,Miller,38,M,USA,Bachelor,Married,49800.0,2023/05/12,19,1,1,1,BR011
CUST004928,Mark,Jackson,20,Male,USA,PhD,Widowed,68900.0,30-Oct-2018,74,1,0,2,BR005
CUST002728,Christopher,Anderson,41,m,USA,Master,Single,44300.0,03/06/2016,102,1,0,2,BR016
CUST004597,Nancy,Miller,29,Male,USA,Bachelor,Divorced,70100.0,2014-12-19,120,1,0,1,BR006
CUST003143,James,Robinson,51,M,USA,Bachelor,Married,34200.0,17-Feb-2020,58,1,1,3,BR009
CUST000795,Michael,Miller,64,M,USA,High School,Married,59200.0,08/16/2023,16,1,0,2,BR009
CUST004319,Mark,Anderson,54,FEMALE,USA,Vocational,Single,34700.0,22/01/2023,23,0,0,3,BR003
CUST000842,Susan,Jackson,38,male,USA,Bachelor,Married,,2024/04/23,8,1,0,2,BR008
 cust001892 ,Jessica,Brown,61,Male,USA,Master,Single,56000.0,14/08/2018,76,1,0,2,BR018
CUST002768,Daniel,Anderson,38,F,USA,Master,Single,50300.0,2023-06-07,18,0,0,3,BR012
CUST000176,Jessica,Moore,68,f,USA,Vocational,Divorced,75900.0,25-Dec-2021,36,1,1,3,BR002
CUST001074,Linda,Thompson,46,F,USA,Master,,56600.0,2015-12-18,108,0,1,2,BR018
CUST002806,Robert,Jones,37,female,USA,Master,Single,39100.0,05/26/2024,7,1,1,1,BR008
CUST004502,Patricia,Ramirez,42,male,USA,,Single,108500.0,2021/02/18,46,0,1,1,BR011
CUST000046,William,Rodriguez,35,Female,USA,Vocational,Single,29700.0,2022-09-20,27,1,1,1,BR019
CUST002821,Margaret,Gonzalez,31,m,USA,,Single,48000.0,2023/01/30,23,0,1,1,BR007
CUST004308,Sandra,Garcia,37,O,USA,High School,Married,58800.0,2015/08/17,112,1,0,2,BR017
CUST003782,Barbara,Martin,68,F,USA,PhD,Married,66500.0,02/23/2015,118,1,1,1,BR009
CUST002900,Sarah,Clark,53,m,USA,High School,Married,49900.0,2016-09-28,99,0,0,1,BR015
CUST001570,Barbara,Smith,50,Other,USA,High School,Divorced,105600.0,2018/12/12,72,0,0,1,BR001
CUST001700,Donald,Johnson,43,F,USA,Bachelor,Single,88200.0,23/11/2019,61,1,0,2,BR019
CUST004067,Thomas,Lee,18,m,USA,High School,Single,97700.0,15-Sep-2024,3,1,1,2,BR017
CUST004436,Nancy,Thomas,29,m,USA,High School,Single,49600.0,04/27/2022,32,0,1,1,BR003
CUST001833,Elizabeth,Williams,58,OTHER,USA,Vocational,Married,35100.0,2019/03/30,69,1,1,2,BR010
CUST002474,Barbara,Martinez,44,male,USA,Master,Widowed,43100.0,17-Nov-2022,25,1,1,2,BR011
CUST003182,Thomas,Moore,33,female,USA,Bachelor,Single,83700.0,24/02/2021,46,1,0,2,BR012
CUST002332,Christopher,Sanchez,42,male,USA,High School,Single,32300.0,2016/11/07,97,1,1,1,BR006
CUST004114,Robert,Thomas,50,female,USA,Master,Single,54600.0,23-Sep-2021,39,0,1,1,BR006
